"yt-simple-endpoint href","ytCoreImageHost src","yt-badge-shape__text","style-scope 6","outlier-badge-1of10","inline-metadata-item","inline-metadata-item 2","logo-action-container-1of10 src","ranking-badge-1of10","vidiq-c-fvFDqp","no-underline href","vidiq-c-fvFDqp 2"
"https://www.youtube.com/watch?v=iqfA2vfbKUY","https://i.ytimg.com/vi/iqfA2vfbKUY/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDhhnMXkF6C4vW2bb9Mljvgkxykdg","8:51","It's Official: AI Makes You Worse At Stuff","0.2x","8.5K views","1 month ago","chrome-extension://gkfdnmclhbgbidnpmimfdobgjpeblckn/src/icons/oot-logo.svg","6 of 6","1 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22It%27s+Official%3A+AI+Makes+You+Worse+At+Stuff%22%2C%22mode%22%3A%22long%22%7D","0.5x"
"https://www.youtube.com/watch?v=rPAKq2oQVBs","https://i.ytimg.com/vi/rPAKq2oQVBs/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCMb3TRfNGqq_mYqf7KyAx2dIMhXA","10:25","It Got Worse (Clawdbot)","1.9x","63K views","1 month ago","chrome-extension://gkfdnmclhbgbidnpmimfdobgjpeblckn/src/icons/oot-logo.svg","3 of 5","3 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22It+Got+Worse+%28Clawdbot%29%22%2C%22mode%22%3A%22long%22%7D","3.7x"
"https://www.youtube.com/watch?v=esXXuejofgk","https://i.ytimg.com/vi/esXXuejofgk/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCTMAB2E765hacxPofZZhZadNS6IA","8:31","Clawdbot Sucks, Actually","5.6x","184K views","1 month ago","chrome-extension://gkfdnmclhbgbidnpmimfdobgjpeblckn/src/icons/oot-logo.svg","1 of 4","12 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22Clawdbot+Sucks%2C+Actually%22%2C%22mode%22%3A%22long%22%7D","11x"
"https://www.youtube.com/watch?v=O1ICQworLVc","https://i.ytimg.com/vi/O1ICQworLVc/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLAcroooNmxayFnbe9oXz1aAJMwfKA","22:32","I Gave Claude Code My Whole Genome (And It's Amazing)","1.4x","46K views","1 month ago","chrome-extension://gkfdnmclhbgbidnpmimfdobgjpeblckn/src/icons/oot-logo.svg","","4 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22I+Gave+Claude+Code+My+Whole+Genome+%28And+It%27s+Amazing%29%22%2C%22mode%22%3A%22long%22%7D","2.7x"
"https://www.youtube.com/watch?v=MxyRjL7NG18","https://i.ytimg.com/vi/MxyRjL7NG18/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLAPvKEi6GX9zpF19FTNImVKIswvHQ","5:41:40","AGENTIC WORKFLOWS 6 HOUR COURSE: Beginner to Pro (2026)","5.4x","178K views","2 months ago","chrome-extension://gkfdnmclhbgbidnpmimfdobgjpeblckn/src/icons/oot-logo.svg","","78 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22AGENTIC+WORKFLOWS+6+HOUR+COURSE%3A+Beginner+to+Pro+%282026%29%22%2C%22mode%22%3A%22long%22%7D","10x"
"https://www.youtube.com/watch?v=S3kdxriOESk","https://i.ytimg.com/vi/S3kdxriOESk/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCjgBINMl1i4qeL-3QKqgMI1qfRrg","23:17","f*ck it. Here's how I automated my youtube channel in 24 mins (I show everything)","0.7x","33K views","2 months ago","chrome-extension://gkfdnmclhbgbidnpmimfdobgjpeblckn/src/icons/oot-logo.svg","","4 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22f*ck+it.+Here%27s+how+I+automated+my+youtube+channel+in+24+mins+%28I+show+everything%29%22%2C%22mode%22%3A%22long%22%7D","2x"
"https://www.youtube.com/watch?v=hwTz4s_IqgE","","21:52","How to Host Agentic Workflows in the Cloud (3 BEST WAYS)","","14K views","2 months ago","","","1 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22How+to+Host+Agentic+Workflows+in+the+Cloud+%283+BEST+WAYS%29%22%2C%22mode%22%3A%22long%22%7D","0.9x"
"https://www.youtube.com/watch?v=LLe2ghr6Oug","","20:04","OpenAI just exposed the future of AI. Here's everything you need to know...","","51K views","2 months ago","","","1 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22OpenAI+just+exposed+the+future+of+AI.+Here%27s+everything+you+need+to+know...%22%2C%22mode%22%3A%22long%22%7D","3x"
"https://www.youtube.com/watch?v=Uj-1we7Rew4","","40:23","building a service business the LAZY way (Agentic Workflows)","","25K views","2 months ago","","","3 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22building+a+service+business+the+LAZY+way+%28Agentic+Workflows%29%22%2C%22mode%22%3A%22long%22%7D","1.5x"
"https://www.youtube.com/watch?v=Zo4uGYna4Io","","11:01","Share ANY Agentic Workflow in 3 Mins (3 Easy Ways)","","12K views","3 months ago","","","1 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22Share+ANY+Agentic+Workflow+in+3+Mins+%283+Easy+Ways%29%22%2C%22mode%22%3A%22long%22%7D","0.7x"
"https://www.youtube.com/watch?v=kS993nnl5-c","","25:57","How 12 Everyday People Earn $5K+ Per Month with AI (Inspiring Stories)","","23K views","3 months ago","","","2 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22How+12+Everyday+People+Earn+%245K%2B+Per+Month+with+AI+%28Inspiring+Stories%29%22%2C%22mode%22%3A%22long%22%7D","1.4x"
"https://www.youtube.com/watch?v=c7DKk9xHaaU","","23:23","3 ""Boring"" Agentic Workflows That Will Make You $5,000+","","21K views","3 months ago","","","2 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%223+%5C%22Boring%5C%22+Agentic+Workflows+That+Will+Make+You+%245%2C000%2B%22%2C%22mode%22%3A%22long%22%7D","1.3x"
"https://www.youtube.com/watch?v=bA-WmidVSGo&pp=0gcJCb4KAYcqIYzv","","1:52:13","the n8n killer? AGENTIC WORKFLOWS: Full Beginner's Guide","","128K views","3 months ago","","","12 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22the+n8n+killer%3F+AGENTIC+WORKFLOWS%3A+Full+Beginner%27s+Guide%22%2C%22mode%22%3A%22long%22%7D","7.5x"
"https://www.youtube.com/watch?v=6yqoPQZC9hk","","20:57","Turning $100 Into Generational Wealth with AI (5 BEST WAYS)","","19K views","3 months ago","","","2 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22Turning+%24100+Into+Generational+Wealth+with+AI+%285+BEST+WAYS%29%22%2C%22mode%22%3A%22long%22%7D","1.1x"
"https://www.youtube.com/watch?v=4ZBGs4txjYo","","9:52","how to get out of a slump and make $3-5K asap","","18K views","3 months ago","","","1 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22how+to+get+out+of+a+slump+and+make+%243-5K+asap%22%2C%22mode%22%3A%22long%22%7D","1.1x"
"https://www.youtube.com/watch?v=-vOVyjmT7FQ","","37:41","He Makes $15K/mo from Selling AI (Working Part-Time)","","14K views","3 months ago","","","1 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22He+Makes+%2415K%2Fmo+from+Selling+AI+%28Working+Part-Time%29%22%2C%22mode%22%3A%22long%22%7D","0.8x"
"https://www.youtube.com/watch?v=Al5I8tPlgU0","","21:44","the single best way to make more money with ai in 2025","","14K views","3 months ago","","","1 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22the+single+best+way+to+make+more+money+with+ai+in+2025%22%2C%22mode%22%3A%22long%22%7D","0.9x"
"https://www.youtube.com/watch?v=2XHgJXX49Jk&pp=0gcJCb4KAYcqIYzv","","32:37","How to get SO many leads you don’t know what to do with them","","34K views","3 months ago","","","5 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22How+to+get+SO+many+leads+you+don%E2%80%99t+know+what+to+do+with+them%22%2C%22mode%22%3A%22long%22%7D","2x"
