"yt-simple-endpoint href","ytCoreImageHost src","yt-badge-shape__text","style-scope 6","outlier-badge-1of10","inline-metadata-item","inline-metadata-item 2","logo-action-container-1of10 src","ranking-badge-1of10","vidiq-c-fvFDqp","no-underline href","vidiq-c-fvFDqp 2"
"https://www.youtube.com/watch?v=MYarwJz7jPk","https://i.ytimg.com/vi/MYarwJz7jPk/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBOANVQvtqlzjcqlmMzAtuVuKIK4g","15:38","I Stopped Paying For Apps (Now I Build Them)","0.4x","2.8K views","1 month ago","chrome-extension://gkfdnmclhbgbidnpmimfdobgjpeblckn/src/icons/oot-logo.svg","5 of 6","","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22I+Stopped+Paying+For+Apps+%28Now+I+Build+Them%29%22%2C%22mode%22%3A%22long%22%7D","0.5x"
"https://www.youtube.com/watch?v=eYHP2vjvJwM","https://i.ytimg.com/vi/eYHP2vjvJwM/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLAWqcydQ-fkgS5uLRM8vZ6qbvxgtA","12:45","Add These 7 Words to ANY Prompt (Claude's Hidden Quality Switch)","1.6x","6.5K views","1 month ago","chrome-extension://gkfdnmclhbgbidnpmimfdobgjpeblckn/src/icons/oot-logo.svg","3 of 6","","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22Add+These+7+Words+to+ANY+Prompt+%28Claude%27s+Hidden+Quality+Switch%29%22%2C%22mode%22%3A%22long%22%7D","1.1x"
"https://www.youtube.com/watch?v=AmduXg_xFEM","","13:58","Your Favorite AI Model Might Be the Worst One... Let's Find Out","0.4x","2.8K views","2 months ago","chrome-extension://gkfdnmclhbgbidnpmimfdobgjpeblckn/src/icons/oot-logo.svg","6 of 6","","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22Your+Favorite+AI+Model+Might+Be+the+Worst+One...+Let%27s+Find+Out%22%2C%22mode%22%3A%22long%22%7D","0.5x"
"https://www.youtube.com/watch?v=4dK49YpL1Hw","","15:45","Most People Use AI The Wrong Way","0.4x","3.6K views","2 months ago","chrome-extension://gkfdnmclhbgbidnpmimfdobgjpeblckn/src/icons/oot-logo.svg","4 of 5","","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22Most+People+Use+AI+The+Wrong+Way%22%2C%22mode%22%3A%22long%22%7D","0.6x"
"https://www.youtube.com/watch?v=m3jiIowIi5I","","21:37","7 CLAUDE CODE Skills Every Beginner NEEDS To Master","3.4x","30K views","2 months ago","chrome-extension://gkfdnmclhbgbidnpmimfdobgjpeblckn/src/icons/oot-logo.svg","3 of 6","1 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%227+CLAUDE+CODE+Skills+Every+Beginner+NEEDS+To+Master%22%2C%22mode%22%3A%22long%22%7D","5.1x"
"https://www.youtube.com/watch?v=VFYrBEkEVsw","","12:12","The ONE AI Tool You NEED Before You Ship Your App","0.4x","3.4K views","2 months ago","chrome-extension://gkfdnmclhbgbidnpmimfdobgjpeblckn/src/icons/oot-logo.svg","5 of 5","","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22The+ONE+AI+Tool+You+NEED+Before+You+Ship+Your+App%22%2C%22mode%22%3A%22long%22%7D","0.6x"
"https://www.youtube.com/watch?v=crZwPE6aEqk","","17:03","This tool makes professional design look easy","","8.7K views","2 months ago","","","","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22This+tool+makes+professional+design+look+easy%22%2C%22mode%22%3A%22long%22%7D","1.5x"
"https://www.youtube.com/watch?v=ynVfOd_ioDg","","30:33","I Didn't Know These Claude Code Rules (Big Mistake)","","9.4K views","2 months ago","","","1 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22I+Didn%27t+Know+These+Claude+Code+Rules+%28Big+Mistake%29%22%2C%22mode%22%3A%22long%22%7D","1.6x"
"https://www.youtube.com/watch?v=iVWt28DTkIc","","12:44","4-Step Gemini 3.0 Pro System For Beautiful UI Designs","","94K views","2 months ago","","","5 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%224-Step+Gemini+3.0+Pro+System+For+Beautiful+UI+Designs%22%2C%22mode%22%3A%22long%22%7D","16x"
"https://www.youtube.com/watch?v=VEiumna7MTM&pp=0gcJCb4KAYcqIYzv","","21:12","7 Antigravity Features That Give Vibe Coders An UNFAIR Advantage","","85K views","2 months ago","","","3 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%227+Antigravity+Features+That+Give+Vibe+Coders+An+UNFAIR+Advantage%22%2C%22mode%22%3A%22long%22%7D","14x"
"https://www.youtube.com/watch?v=D3DAGuDtEj0","","15:28","This Planning Method Will Make You A Top 1% AI Builder Overnight","","11K views","3 months ago","","","1 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22This+Planning+Method+Will+Make+You+A+Top+1%25+AI+Builder+Overnight%22%2C%22mode%22%3A%22long%22%7D","1.9x"
"https://www.youtube.com/watch?v=UcoFMDmmqV0","","14:44","Building advanced AI agents is easier than you think.","","4.1K views","3 months ago","","","","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22Building+advanced+AI+agents+is+easier+than+you+think.%22%2C%22mode%22%3A%22long%22%7D","0.7x"
"https://www.youtube.com/watch?v=sVwJitA1Z7w","","13:58","I Gave Gemini 3.0 25 Minutes to Build a News App","","5.1K views","3 months ago","","","","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22I+Gave+Gemini+3.0+25+Minutes+to+Build+a+News+App%22%2C%22mode%22%3A%22long%22%7D","0.9x"
"https://www.youtube.com/watch?v=Mzjz8__UBR8","","14:09","Replit's New Design Mode Is Dangerously Good","","5.3K views","3 months ago","","","","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22Replit%27s+New+Design+Mode+Is+Dangerously+Good%22%2C%22mode%22%3A%22long%22%7D","0.9x"
"https://www.youtube.com/watch?v=5rfuXasoJcE","","7:06","The 5 Min Check That Cleans Up Your Messy AI App","","892 views","3 months ago","","","","",""
"https://www.youtube.com/watch?v=eJnKWfvwJA0","","11:28","I watched no-code die twice: here's the pattern playing out in 2026","","4.8K views","3 months ago","","","","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22I+watched+no-code+die+twice%3A+here%27s+the+pattern+playing+out+in+2026%22%2C%22mode%22%3A%22long%22%7D","0.8x"
"https://www.youtube.com/watch?v=J9Wf5UtoNT8&pp=0gcJCb4KAYcqIYzv","","45:01","Claude Built My Entire App… From 7 Screenshots","","6.1K views","3 months ago","","","","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22Claude+Built+My+Entire+App%E2%80%A6+From+7+Screenshots%22%2C%22mode%22%3A%22long%22%7D","1x"
"https://www.youtube.com/watch?v=zuT-UHd444A","","17:54","I Built A $5K Landing Page in 47 Minutes With AI","","7.7K views","3 months ago","","","1 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22I+Built+A+%245K+Landing+Page+in+47+Minutes+With+AI%22%2C%22mode%22%3A%22long%22%7D","1.3x"
