"yt-simple-endpoint href","ytCoreImageHost src","yt-badge-shape__text","style-scope 6","outlier-badge-1of10","inline-metadata-item","inline-metadata-item 2","logo-action-container-1of10 src","vidiq-c-fvFDqp","no-underline href","vidiq-c-fvFDqp 2"
"https://www.youtube.com/watch?v=MAhkbZHcbLA","https://i.ytimg.com/vi/MAhkbZHcbLA/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBj81flGUeFmkmMNml-Opw0fO9JKw","13:41","Create Motion Graphics with Claude Code + Remotion","0.9x","25K views","1 month ago","chrome-extension://gkfdnmclhbgbidnpmimfdobgjpeblckn/src/icons/oot-logo.svg","9 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22Create+Motion+Graphics+with+Claude+Code+%2B+Remotion%22%2C%22mode%22%3A%22long%22%7D","3.6x"
"https://www.youtube.com/watch?v=p5EOP060y3E&pp=0gcJCb4KAYcqIYzv","https://i.ytimg.com/vi/p5EOP060y3E/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBkjYhWPFgtHdBCnXLDU8JEzJVPXA","10:32","Google Antigravity: Build, Test & Deploy a REAL AI App","1.1x","28K views","1 month ago","chrome-extension://gkfdnmclhbgbidnpmimfdobgjpeblckn/src/icons/oot-logo.svg","4 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22Google+Antigravity%3A+Build%2C+Test+%26+Deploy+a+REAL+AI+App%22%2C%22mode%22%3A%22long%22%7D","4x"
"https://www.youtube.com/watch?v=8PPbu3pSgAE","","13:29","How I Vibe Code Animated Websites With Google Antigravity","4.2x","104K views","1 month ago","chrome-extension://gkfdnmclhbgbidnpmimfdobgjpeblckn/src/icons/oot-logo.svg","19 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22How+I+Vibe+Code+Animated+Websites+With+Google+Antigravity%22%2C%22mode%22%3A%22long%22%7D","15x"
"https://www.youtube.com/watch?v=eq05p90xyJw","","13:17","9 INSANE Claude Cowork Use Cases! (do anything)","2.7x","76K views","1 month ago","chrome-extension://gkfdnmclhbgbidnpmimfdobgjpeblckn/src/icons/oot-logo.svg","57 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%229+INSANE+Claude+Cowork+Use+Cases%21+%28do+anything%29%22%2C%22mode%22%3A%22long%22%7D","11x"
"https://www.youtube.com/watch?v=VwR02LqsIgg","","20:10","8 Google Antigravity Features You'll Need in 2026 (Don't Get Left Behind)","0.4x","18K views","1 month ago","chrome-extension://gkfdnmclhbgbidnpmimfdobgjpeblckn/src/icons/oot-logo.svg","","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%228+Google+Antigravity+Features+You%27ll+Need+in+2026+%28Don%27t+Get+Left+Behind%29%22%2C%22mode%22%3A%22long%22%7D","2.7x"
"https://www.youtube.com/watch?v=tdaKCzS2CPE","","12:21","How I Vibe Code Advanced AI Dashboards With Google Antigravity","1.1x","30K views","1 month ago","chrome-extension://gkfdnmclhbgbidnpmimfdobgjpeblckn/src/icons/oot-logo.svg","4 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22How+I+Vibe+Code+Advanced+AI+Dashboards+With+Google+Antigravity%22%2C%22mode%22%3A%22long%22%7D","4.4x"
"https://www.youtube.com/watch?v=oJoVAmx76Mo&pp=0gcJCb4KAYcqIYzv","","9:08","EXACTLY How I’d Start Making Apps With Claude Code in 2026","","16K views","1 month ago","","1 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22EXACTLY+How+I%E2%80%99d+Start+Making+Apps+With+Claude+Code+in+2026%22%2C%22mode%22%3A%22long%22%7D","2.4x"
"https://www.youtube.com/watch?v=-SkWL0MK9Ec","","13:16","Master Cursor AI In 13 Minutes (You'll Be Unstoppable)","","25K views","1 month ago","","8 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22Master+Cursor+AI+In+13+Minutes+%28You%27ll+Be+Unstoppable%29%22%2C%22mode%22%3A%22long%22%7D","3.6x"
"https://www.youtube.com/watch?v=exVJM48nylw&t=1s","","14:53","Master 85% of Google Antigravity In 15 Minutes (You'll Be Unstoppable)","","115K views","1 month ago","","30 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22Master+85%25+of+Google+Antigravity+In+15+Minutes+%28You%27ll+Be+Unstoppable%29%22%2C%22mode%22%3A%22long%22%7D","16x"
"https://www.youtube.com/watch?v=pKPSgxLkU8g","","21:21","How To Use Claude Code Better than 99% of People","","30K views","1 month ago","","1 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22How+To+Use+Claude+Code+Better+than+99%25+of+People%22%2C%22mode%22%3A%22long%22%7D","4.3x"
"https://www.youtube.com/watch?v=ZRULbYpXtnQ&pp=0gcJCb4KAYcqIYzv","","14:35","Google AI Studio Just Destroyed Figma at UI/UX Design","","17K views","1 month ago","","5 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22Google+AI+Studio+Just+Destroyed+Figma+at+UI%2FUX+Design%22%2C%22mode%22%3A%22long%22%7D","2.4x"
"https://www.youtube.com/watch?v=4NPKvQ7QTqU","","13:29","How To Use Google AI Studio Better Than 99% of People","","34K views","2 months ago","","2 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22How+To+Use+Google+AI+Studio+Better+Than+99%25+of+People%22%2C%22mode%22%3A%22long%22%7D","4.9x"
"https://www.youtube.com/watch?v=fQnYFZ2ifAE","","14:57","Vibe coding an App with Google AI Studio + Gemini 3 is EASY Now","","16K views","2 months ago","","1 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22Vibe+coding+an+App+with+Google+AI+Studio+%2B+Gemini+3+is+EASY+Now%22%2C%22mode%22%3A%22long%22%7D","2.3x"
"https://www.youtube.com/watch?v=xIvxaXs8X9s","","14:28","Build FREE Full-Stack Apps with Google Antigravity + Gemini 3 (Flash)","","44K views","2 months ago","","1 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22Build+FREE+Full-Stack+Apps+with+Google+Antigravity+%2B+Gemini+3+%28Flash%29%22%2C%22mode%22%3A%22long%22%7D","6.3x"
"https://www.youtube.com/watch?v=VIClQYUdhzk","","10:45","Gemini 3 + Nano Banana Pro: Best FREE AI Website Builder That Actually Works","","11K views","2 months ago","","","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22Gemini+3+%2B+Nano+Banana+Pro%3A+Best+FREE+AI+Website+Builder+That+Actually+Works%22%2C%22mode%22%3A%22long%22%7D","1.6x"
"https://www.youtube.com/watch?v=SSJldR4S4v4","","13:15","STOP Wasting Credits & Master Lovable AI! (Vibe Coding Tutorial)","","14K views","2 months ago","","2 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22STOP+Wasting+Credits+%26+Master+Lovable+AI%21+%28Vibe+Coding+Tutorial%29%22%2C%22mode%22%3A%22long%22%7D","2.1x"
"https://www.youtube.com/watch?v=AGp-XY6EKRA","","10:19","Build ANY App with Google AI Studio + Gemini 3.0 + N8N AI Agents","","23K views","3 months ago","","2 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22Build+ANY+App+with+Google+AI+Studio+%2B+Gemini+3.0+%2B+N8N+AI+Agents%22%2C%22mode%22%3A%22long%22%7D","3.4x"
"https://www.youtube.com/watch?v=3qZtFv5ShUM","","13:59","How To Create YouTube Automation Videos With N8N & AI Agents","","33K views","3 months ago","","8 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22How+To+Create+YouTube+Automation+Videos+With+N8N+%26+AI+Agents%22%2C%22mode%22%3A%22long%22%7D","4.7x"
