"yt-simple-endpoint href","ytCoreImageHost src","yt-badge-shape__text","style-scope 6","outlier-badge-1of10","inline-metadata-item","inline-metadata-item 2","logo-action-container-1of10 src","ranking-badge-1of10","vidiq-c-fvFDqp","no-underline href","vidiq-c-fvFDqp 2"
"https://www.youtube.com/watch?v=Ks__4nZbOWE","https://i.ytimg.com/vi/Ks__4nZbOWE/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLATEIzVbK18oJ7XvMTopT22Bcqd9w","14:28","Best AI Prompts I’ve Ever Used That Actually Get Results","0.6x","18K views","1 month ago","chrome-extension://gkfdnmclhbgbidnpmimfdobgjpeblckn/src/icons/oot-logo.svg","4 of 9","4 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22Best+AI+Prompts+I%E2%80%99ve+Ever+Used+That+Actually+Get+Results%22%2C%22mode%22%3A%22long%22%7D","0.5x"
"https://www.youtube.com/watch?v=I2h9ozrNvyY","https://i.ytimg.com/vi/I2h9ozrNvyY/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCXj9xPdVHQZY_ceOFMsI1TCOSDIg","17:51","12 Amazing Things ChatGPT Can Do That Most People Don't Know","1.6x","46K views","2 months ago","chrome-extension://gkfdnmclhbgbidnpmimfdobgjpeblckn/src/icons/oot-logo.svg","2 of 8","5 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%2212+Amazing+Things+ChatGPT+Can+Do+That+Most+People+Don%27t+Know%22%2C%22mode%22%3A%22long%22%7D","1.4x"
"https://www.youtube.com/watch?v=FMSu4PcAyGM","https://i.ytimg.com/vi/FMSu4PcAyGM/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLC59nkGa-f3IGztRXv_Wqu7vWFfAw","12:16","The Most Underrated AI Tool for 2026? Genspark Reviewed @Genspark","0.5x","13K views","2 months ago","chrome-extension://gkfdnmclhbgbidnpmimfdobgjpeblckn/src/icons/oot-logo.svg","6 of 9","77 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22The+Most+Underrated+AI+Tool+for+2026%3F+Genspark+Reviewed+%40GensparkProduct%22%2C%22mode%22%3A%22long%22%7D","0.4x"
"https://www.youtube.com/watch?v=iIXRZkTWj8g","https://i.ytimg.com/vi/iIXRZkTWj8g/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCkNSxqjD23fNMKYO-E3Cto7DFLEQ","15:29","GPT 5.2 Is Here And I Tried Every New Feature","3.6x","76K views","2 months ago","chrome-extension://gkfdnmclhbgbidnpmimfdobgjpeblckn/src/icons/oot-logo.svg","2 of 8","4 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22GPT+5.2+Is+Here+And+I+Tried+Every+New+Feature%22%2C%22mode%22%3A%22long%22%7D","2.2x"
"https://www.youtube.com/watch?v=-fxtfrl7WTk","https://i.ytimg.com/vi/-fxtfrl7WTk/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLA8V4NFCLrP9c-55-qHNiLY93VaSw","13:54","I Made a Shockingly Good AI Support Agent in 12 Minutes with Zero Code","0.2x","5.6K views","2 months ago","chrome-extension://gkfdnmclhbgbidnpmimfdobgjpeblckn/src/icons/oot-logo.svg","8 of 8","","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22I+Made+a+Shockingly+Good+AI+Support+Agent+in+12+Minutes+with+Zero+Code%22%2C%22mode%22%3A%22long%22%7D","0.2x"
"https://www.youtube.com/watch?v=ZkYxLIsqJoo","https://i.ytimg.com/vi/ZkYxLIsqJoo/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLB9xfdwwPSxGy04A5rpfCl9NTGrug","26:38","Build your own AI Agent with OpenAI Agent Builder","1.1x","21K views","2 months ago","chrome-extension://gkfdnmclhbgbidnpmimfdobgjpeblckn/src/icons/oot-logo.svg","4 of 7","4 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22Build+your+own+AI+Agent+with+OpenAI+Agent+Builder%22%2C%22mode%22%3A%22long%22%7D","0.6x"
"https://www.youtube.com/watch?v=m-wH-VCYO_k","","24:23","Nano Banana Pro VS ChatGPT VS Midjourney VS Flux - Best AI Image Model","0.5x","13K views","3 months ago","chrome-extension://gkfdnmclhbgbidnpmimfdobgjpeblckn/src/icons/oot-logo.svg","5 of 6","2 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22Nano+Banana+Pro+VS+ChatGPT+VS+Midjourney+VS+Flux+-+Best+AI+Image+Model%22%2C%22mode%22%3A%22long%22%7D","0.4x"
"https://www.youtube.com/watch?v=xRmzLHnssXE","","17:02","You Won’t Believe What the Notion AI Agent Can Do Now","0.4x","8.4K views","3 months ago","chrome-extension://gkfdnmclhbgbidnpmimfdobgjpeblckn/src/icons/oot-logo.svg","6 of 6","1 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22You+Won%E2%80%99t+Believe+What+the+Notion+AI+Agent+Can+Do+Now%22%2C%22mode%22%3A%22long%22%7D","0.2x"
"https://www.youtube.com/watch?v=iSsDpTgzayE","","24:47","Nano Banana Pro Can Do WHAT? Watch These 25 Wild Examples","1.3x","26K views","3 months ago","chrome-extension://gkfdnmclhbgbidnpmimfdobgjpeblckn/src/icons/oot-logo.svg","3 of 5","1 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22Nano+Banana+Pro+Can+Do+WHAT%3F+Watch+These+25+Wild+Examples%22%2C%22mode%22%3A%22long%22%7D","0.8x"
"https://www.youtube.com/watch?v=GviLqGdp2go","","17:04","Gemini 3 Is Here and Every Other Model Looks Outdated Now","4.7x","93K views","3 months ago","chrome-extension://gkfdnmclhbgbidnpmimfdobgjpeblckn/src/icons/oot-logo.svg","1 of 4","","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22Gemini+3+Is+Here+and+Every+Other+Model+Looks+Outdated+Now%22%2C%22mode%22%3A%22long%22%7D","2.7x"
"https://www.youtube.com/watch?v=Q5Arq52rZ78","","7:39","A Major ChatGPT Update No One is Talking About","","20K views","3 months ago","","","","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22A+Major+ChatGPT+Update+No+One+is+Talking+About%22%2C%22mode%22%3A%22long%22%7D","0.6x"
"https://www.youtube.com/watch?v=c61QRgAMiUc","","25:28","Master ChatGPT Atlas in One Video","","27K views","3 months ago","","","2 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22Master+ChatGPT+Atlas+in+One+Video%22%2C%22mode%22%3A%22long%22%7D","0.8x"
"https://www.youtube.com/watch?v=KRjJd-F49Y0","","24:41","The AI Agent Everyone Will Be Using Soon - Make AI Agent","","9.4K views","4 months ago","","","","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22The+AI+Agent+Everyone+Will+Be+Using+Soon+-+Make+AI+Agent%22%2C%22mode%22%3A%22long%22%7D","0.3x"
"https://www.youtube.com/watch?v=Pek0KQQmELw","","9:32","This New AI Agent Can Create Anything - Hailuo AI Agent","","6.3K views","4 months ago","","","","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22This+New+AI+Agent+Can+Create+Anything+-+Hailuo+AI+Agent%22%2C%22mode%22%3A%22long%22%7D","0.2x"
"https://www.youtube.com/watch?v=39mN_ewAG_g","","14:44","First Look at ChatGPT Atlas","","24K views","4 months ago","","","","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22First+Look+at+ChatGPT+Atlas%22%2C%22mode%22%3A%22long%22%7D","0.7x"
"https://www.youtube.com/watch?v=VYg-GgvVXIg","","15:25","New to AI? Start Here (Everything You Need to Know)","","13K views","4 months ago","","","1 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22New+to+AI%3F+Start+Here+%28Everything+You+Need+to+Know%29%22%2C%22mode%22%3A%22long%22%7D","0.4x"
"https://www.youtube.com/watch?v=0V5iGUKFh04","","8:01","ChatGPT Just Became an App Platform (Apps in ChatGPT)","","38K views","4 months ago","","","4 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22ChatGPT+Just+Became+an+App+Platform+%28Apps+in+ChatGPT%29%22%2C%22mode%22%3A%22long%22%7D","1.1x"
"https://www.youtube.com/watch?v=qX7JtjzJvZU","","25:47","ChatGPT ""Projects"" Deep Dive: The Hidden Power of ChatGPT","","47K views","4 months ago","","","5 VPH","https://app.vidiq.com/outliers?utm_source=edge&utm_medium=extension&utm_content=&filters=%7B%22title_search_query%22%3A%22ChatGPT+%5C%22Projects%5C%22+Deep+Dive%3A+The+Hidden+Power+of+ChatGPT%22%2C%22mode%22%3A%22long%22%7D","1.4x"
